sample_id,video_id,clip_id,text_chars,label,annotation,source_video_path,resolved_video_path,source_sha256,output_npz,metadata_json,word_count,audio_frames,audio_valid_frames,vision_samples,vision_valid_samples,audio_observed_word_ratio,vision_observed_word_ratio,alignment_mean_confidence,alignment_low_confidence_words,text_fallback_words,alignment_interval_valid,nan_count,inf_count,status,error
-mJ2ud6oKI8$_$2,-mJ2ud6oKI8,2,86,0.0,Neutral,C:\work\数模\中文题目\E题\E题数据\附件1-数据集原始多模态样本\MOSEI数据集部分原始视频-100条\-mJ2ud6oKI8\2.mp4,/data2/hy/cts/e_problem/data/raw_q1/MOSEI数据集部分原始视频-100条/-mJ2ud6oKI8/2.mp4,c41790f8b75f886bd1f5d6d72cbab1985306d0b715e5ae47203f3d0c8a3e7b28,artifacts/q1/final_100/features/-mJ2ud6oKI8__2.npz,artifacts/q1/final_100/metadata/-mJ2ud6oKI8__2.json,11,568,0,29,19,0.0,0.9090909090909091,0.4127952456474304,11,0,True,0,0,ok,
-mJ2ud6oKI8$_$6,-mJ2ud6oKI8,6,22,0.3333333432674408,Positive,C:\work\数模\中文题目\E题\E题数据\附件1-数据集原始多模态样本\MOSEI数据集部分原始视频-100条\-mJ2ud6oKI8\6.mp4,/data2/hy/cts/e_problem/data/raw_q1/MOSEI数据集部分原始视频-100条/-mJ2ud6oKI8/6.mp4,134a3a4ebbc423760133b0da0e90cfe84d75ea85df3968000afd84153c5d828d,artifacts/q1/final_100/features/-mJ2ud6oKI8__6.npz,artifacts/q1/final_100/metadata/-mJ2ud6oKI8__6.json,5,221,44,12,12,0.8,1.0,0.7128587961196899,1,0,True,0,0,ok,
-mJ2ud6oKI8$_$9,-mJ2ud6oKI8,9,112,0.0,Neutral,C:\work\数模\中文题目\E题\E题数据\附件1-数据集原始多模态样本\MOSEI数据集部分原始视频-100条\-mJ2ud6oKI8\9.mp4,/data2/hy/cts/e_problem/data/raw_q1/MOSEI数据集部分原始视频-100条/-mJ2ud6oKI8/9.mp4,df3442f3ed8f894b507923e87e426ae9636790a4a502d00c350a215270cc3e47,artifacts/q1/final_100/features/-mJ2ud6oKI8__9.npz,artifacts/q1/final_100/metadata/-mJ2ud6oKI8__9.json,22,689,114,35,35,0.9545454545454546,1.0,0.7946355938911438,1,0,True,0,0,ok,
-mJ2ud6oKI8$_$8,-mJ2ud6oKI8,8,65,-0.3333333432674408,Negative,C:\work\数模\中文题目\E题\E题数据\附件1-数据集原始多模态样本\MOSEI数据集部分原始视频-100条\-mJ2ud6oKI8\8.mp4,/data2/hy/cts/e_problem/data/raw_q1/MOSEI数据集部分原始视频-100条/-mJ2ud6oKI8/8.mp4,6af6614c9838417a48c4817f4dd5bf1e6669eb5f78f983e9a68adc113fcdc7cc,artifacts/q1/final_100/features/-mJ2ud6oKI8__8.npz,artifacts/q1/final_100/metadata/-mJ2ud6oKI8__8.json,11,415,96,21,21,0.9090909090909091,1.0,0.7018888592720032,2,0,True,0,0,ok,
-mqbVkbCndg$_$0,-mqbVkbCndg,0,71,0.0,Neutral,C:\work\数模\中文题目\E题\E题数据\附件1-数据集原始多模态样本\MOSEI数据集部分原始视频-100条\-mqbVkbCndg\0.mp4,/data2/hy/cts/e_problem/data/raw_q1/MOSEI数据集部分原始视频-100条/-mqbVkbCndg/0.mp4,cdeba953bba30907814acf72f3e35582dec263eaa25bdd922dad7fafe02e4dda,artifacts/q1/final_100/features/-mqbVkbCndg__0.npz,artifacts/q1/final_100/metadata/-mqbVkbCndg__0.json,14,637,304,33,33,1.0,1.0,0.7508160471916199,0,0,True,0,0,ok,
-t217m2on-s$_$2,-t217m2on-s,2,60,0.6666666865348816,Positive,C:\work\数模\中文题目\E题\E题数据\附件1-数据集原始多模态样本\MOSEI数据集部分原始视频-100条\-t217m2on-s\2.mp4,/data2/hy/cts/e_problem/data/raw_q1/MOSEI数据集部分原始视频-100条/-t217m2on-s/2.mp4,6713a983112173204502dc5adbb886bc6c38554b4627698611931420c47663a8,artifacts/q1/final_100/features/-t217m2on-s__2.npz,artifacts/q1/final_100/metadata/-t217m2on-s__2.json,12,561,375,29,29,1.0,1.0,0.7332916855812073,0,0,True,0,0,ok,
-t217m2on-s$_$7,-t217m2on-s,7,245,-0.6666666865348816,Negative,C:\work\数模\中文题目\E题\E题数据\附件1-数据集原始多模态样本\MOSEI数据集部分原始视频-100条\-t217m2on-s\7.mp4,/data2/hy/cts/e_problem/data/raw_q1/MOSEI数据集部分原始视频-100条/-t217m2on-s/7.mp4,41c76b8a733ecb780d56348f55d00f0ba0c07f44f46e93044e62d876710180b7,artifacts/q1/final_100/features/-t217m2on-s__7.npz,artifacts/q1/final_100/metadata/-t217m2on-s__7.json,45,1701,993,86,86,1.0,0.9555555555555556,0.7486498355865479,0,0,True,0,0,ok,
-tANM6ETl_M$_$3,-tANM6ETl_M,3,115,0.3333333432674408,Positive,C:\work\数模\中文题目\E题\E题数据\附件1-数据集原始多模态样本\MOSEI数据集部分原始视频-100条\-tANM6ETl_M\3.mp4,/data2/hy/cts/e_problem/data/raw_q1/MOSEI数据集部分原始视频-100条/-tANM6ETl_M/3.mp4,6d3af064c060dad3816a9e1dfa00101faebd8b7da7d8ceea85b0bc0fca70abd6,artifacts/q1/final_100/features/-tANM6ETl_M__3.npz,artifacts/q1/final_100/metadata/-tANM6ETl_M__3.json,22,658,406,34,32,1.0,0.9090909090909091,0.7364963889122009,0,0,True,0,0,ok,
-tPCytz4rww$_$11,-tPCytz4rww,11,95,0.0,Neutral,C:\work\数模\中文题目\E题\E题数据\附件1-数据集原始多模态样本\MOSEI数据集部分原始视频-100条\-tPCytz4rww\11.mp4,/data2/hy/cts/e_problem/data/raw_q1/MOSEI数据集部分原始视频-100条/-tPCytz4rww/11.mp4,6dc09d02467baaef67594ff32cffb01f8ed1565cda4c5abd161b8261a51e2e5d,artifacts/q1/final_100/features/-tPCytz4rww__11.npz,artifacts/q1/final_100/metadata/-tPCytz4rww__11.json,17,536,191,28,28,1.0,1.0,0.7656601667404175,1,0,True,0,0,ok,
-tPCytz4rww$_$10,-tPCytz4rww,10,65,0.0,Neutral,C:\work\数模\中文题目\E题\E题数据\附件1-数据集原始多模态样本\MOSEI数据集部分原始视频-100条\-tPCytz4rww\10.mp4,/data2/hy/cts/e_problem/data/raw_q1/MOSEI数据集部分原始视频-100条/-tPCytz4rww/10.mp4,758183192cbd5f0f20823d26ece3ddee40dec0aadec35247b2495510a53f52f8,artifacts/q1/final_100/features/-tPCytz4rww__10.npz,artifacts/q1/final_100/metadata/-tPCytz4rww__10.json,12,466,130,24,24,1.0,1.0,0.7764347195625305,0,0,True,0,0,ok,
-tPCytz4rww$_$12,-tPCytz4rww,12,159,0.0,Neutral,C:\work\数模\中文题目\E题\E题数据\附件1-数据集原始多模态样本\MOSEI数据集部分原始视频-100条\-tPCytz4rww\12.mp4,/data2/hy/cts/e_problem/data/raw_q1/MOSEI数据集部分原始视频-100条/-tPCytz4rww/12.mp4,e3c7f9cd67ad2d20fef997696dc278361f97f027db58762e22104e5720d509d5,artifacts/q1/final_100/features/-tPCytz4rww__12.npz,artifacts/q1/final_100/metadata/-tPCytz4rww__12.json,26,1172,304,59,59,1.0,0.9615384615384616,0.7730162739753723,0,0,True,0,0,ok,
-tPCytz4rww$_$16,-tPCytz4rww,16,74,0.0,Neutral,C:\work\数模\中文题目\E题\E题数据\附件1-数据集原始多模态样本\MOSEI数据集部分原始视频-100条\-tPCytz4rww\16.mp4,/data2/hy/cts/e_problem/data/raw_q1/MOSEI数据集部分原始视频-100条/-tPCytz4rww/16.mp4,8b3f82f9628792eebaf8c227becc2ebeba59bb8abb668bcca86e07fb1a992a93,artifacts/q1/final_100/features/-tPCytz4rww__16.npz,artifacts/q1/final_100/metadata/-tPCytz4rww__16.json,16,712,262,36,36,1.0,0.9375,0.7577149868011475,0,0,True,0,0,ok,
-tPCytz4rww$_$18,-tPCytz4rww,18,86,0.0,Neutral,C:\work\数模\中文题目\E题\E题数据\附件1-数据集原始多模态样本\MOSEI数据集部分原始视频-100条\-tPCytz4rww\18.mp4,/data2/hy/cts/e_problem/data/raw_q1/MOSEI数据集部分原始视频-100条/-tPCytz4rww/18.mp4,eece70451e9c37a4b5f375bf646f66e09113fe3467f35bf1720cc14d986c1776,artifacts/q1/final_100/features/-tPCytz4rww__18.npz,artifacts/q1/final_100/metadata/-tPCytz4rww__18.json,16,655,181,34,34,0.875,1.0,0.7784916162490845,2,0,True,0,0,ok,
-vxjVxOeScU$_$4,-vxjVxOeScU,4,123,1.0,Positive,C:\work\数模\中文题目\E题\E题数据\附件1-数据集原始多模态样本\MOSEI数据集部分原始视频-100条\-vxjVxOeScU\4.mp4,/data2/hy/cts/e_problem/data/raw_q1/MOSEI数据集部分原始视频-100条/-vxjVxOeScU/4.mp4,00282df9a314394f19d616d561bd1916d1d30dca4c814dfb43630ca164f4c719,artifacts/q1/final_100/features/-vxjVxOeScU__4.npz,artifacts/q1/final_100/metadata/-vxjVxOeScU__4.json,21,902,654,46,44,1.0,1.0,0.7541252970695496,0,0,True,0,0,ok,
-wMB_hJL-3o$_$7,-wMB_hJL-3o,7,107,0.3333333432674408,Positive,C:\work\数模\中文题目\E题\E题数据\附件1-数据集原始多模态样本\MOSEI数据集部分原始视频-100条\-wMB_hJL-3o\7.mp4,/data2/hy/cts/e_problem/data/raw_q1/MOSEI数据集部分原始视频-100条/-wMB_hJL-3o/7.mp4,04a73d73fd150b07edab8e652fd14c9cb4a0f6e017ea97b17e8146e377b9fae7,artifacts/q1/final_100/features/-wMB_hJL-3o__7.npz,artifacts/q1/final_100/metadata/-wMB_hJL-3o__7.json,22,596,238,31,31,0.9545454545454546,0.9545454545454546,0.6946464776992798,1,0,True,0,0,ok,
-wny0OAz3g8$_$1,-wny0OAz3g8,1,141,0.3333333432674408,Positive,C:\work\数模\中文题目\E题\E题数据\附件1-数据集原始多模态样本\MOSEI数据集部分原始视频-100条\-wny0OAz3g8\1.mp4,/data2/hy/cts/e_problem/data/raw_q1/MOSEI数据集部分原始视频-100条/-wny0OAz3g8/1.mp4,c5535859f129ce04da5f5b5104d02d4168057b9d947a5349d423278ad4f3d8e8,artifacts/q1/final_100/features/-wny0OAz3g8__1.npz,artifacts/q1/final_100/metadata/-wny0OAz3g8__1.json,22,676,525,35,35,1.0,1.0,0.7196992039680481,0,0,True,0,0,ok,
-wny0OAz3g8$_$0,-wny0OAz3g8,0,53,0.3333333432674408,Positive,C:\work\数模\中文题目\E题\E题数据\附件1-数据集原始多模态样本\MOSEI数据集部分原始视频-100条\-wny0OAz3g8\0.mp4,/data2/hy/cts/e_problem/data/raw_q1/MOSEI数据集部分原始视频-100条/-wny0OAz3g8/0.mp4,1cc21b4432e2f4b592284ee40558a18acc7d208019117aebdb2f6a1b67ea198d,artifacts/q1/final_100/features/-wny0OAz3g8__0.npz,artifacts/q1/final_100/metadata/-wny0OAz3g8__0.json,9,325,245,17,17,1.0,1.0,0.7289926409721375,0,0,True,0,0,ok,
-wny0OAz3g8$_$3,-wny0OAz3g8,3,117,-1.3333333730697632,Negative,C:\work\数模\中文题目\E题\E题数据\附件1-数据集原始多模态样本\MOSEI数据集部分原始视频-100条\-wny0OAz3g8\3.mp4,/data2/hy/cts/e_problem/data/raw_q1/MOSEI数据集部分原始视频-100条/-wny0OAz3g8/3.mp4,ea917c506bc9fa39460f2b722f7c416f646312bb17cd74baa618905b54837bce,artifacts/q1/final_100/features/-wny0OAz3g8__3.npz,artifacts/q1/final_100/metadata/-wny0OAz3g8__3.json,20,608,531,31,31,1.0,1.0,0.6938014626502991,0,0,True,0,0,ok,
-wny0OAz3g8$_$2,-wny0OAz3g8,2,137,-0.3333333432674408,Negative,C:\work\数模\中文题目\E题\E题数据\附件1-数据集原始多模态样本\MOSEI数据集部分原始视频-100条\-wny0OAz3g8\2.mp4,/data2/hy/cts/e_problem/data/raw_q1/MOSEI数据集部分原始视频-100条/-wny0OAz3g8/2.mp4,1825fb37db2e914fb616cd80aebd613afd873eecb7edd4d0b53158bfda0e522a,artifacts/q1/final_100/features/-wny0OAz3g8__2.npz,artifacts/q1/final_100/metadata/-wny0OAz3g8__2.json,23,650,509,33,33,1.0,0.9565217391304348,0.6953691244125366,0,0,True,0,0,ok,
-wny0OAz3g8$_$5,-wny0OAz3g8,5,125,1.0,Positive,C:\work\数模\中文题目\E题\E题数据\附件1-数据集原始多模态样本\MOSEI数据集部分原始视频-100条\-wny0OAz3g8\5.mp4,/data2/hy/cts/e_problem/data/raw_q1/MOSEI数据集部分原始视频-100条/-wny0OAz3g8/5.mp4,6c6a8a4cba654b25190ab1793bfae81c3d2159ecd6cbc02d3fcbd598543acce0,artifacts/q1/final_100/features/-wny0OAz3g8__5.npz,artifacts/q1/final_100/metadata/-wny0OAz3g8__5.json,20,672,511,34,34,1.0,1.0,0.7088412046432495,0,0,True,0,0,ok,
-wny0OAz3g8$_$7,-wny0OAz3g8,7,157,0.0,Neutral,C:\work\数模\中文题目\E题\E题数据\附件1-数据集原始多模态样本\MOSEI数据集部分原始视频-100条\-wny0OAz3g8\7.mp4,/data2/hy/cts/e_problem/data/raw_q1/MOSEI数据集部分原始视频-100条/-wny0OAz3g8/7.mp4,cbf9cac1048ce191aef781d0c4563eb97f9f3ddd52eb1f9551fa78d31d70e7cd,artifacts/q1/final_100/features/-wny0OAz3g8__7.npz,artifacts/q1/final_100/metadata/-wny0OAz3g8__7.json,29,789,617,40,40,1.0,0.8620689655172413,0.690535843372345,0,0,True,0,0,ok,
-wny0OAz3g8$_$9,-wny0OAz3g8,9,118,0.6666666865348816,Positive,C:\work\数模\中文题目\E题\E题数据\附件1-数据集原始多模态样本\MOSEI数据集部分原始视频-100条\-wny0OAz3g8\9.mp4,/data2/hy/cts/e_problem/data/raw_q1/MOSEI数据集部分原始视频-100条/-wny0OAz3g8/9.mp4,b76f70fe783ee76bf1b637137226c98e67d13a6b15ec725894175b36cd76a136,artifacts/q1/final_100/features/-wny0OAz3g8__9.npz,artifacts/q1/final_100/metadata/-wny0OAz3g8__9.json,20,602,496,31,31,1.0,0.95,0.6907722353935242,0,0,True,0,0,ok,
-571d8cVauQ$_$0,-571d8cVauQ,0,72,0.0,Neutral,C:\work\数模\中文题目\E题\E题数据\附件1-数据集原始多模态样本\MOSEI数据集部分原始视频-100条\-571d8cVauQ\0.mp4,/data2/hy/cts/e_problem/data/raw_q1/MOSEI数据集部分原始视频-100条/-571d8cVauQ/0.mp4,defc62e1530d9b0cd27f2acfe042b71dd84d7e8c85f1df261f04912091976088,artifacts/q1/final_100/features/-571d8cVauQ__0.npz,artifacts/q1/final_100/metadata/-571d8cVauQ__0.json,12,497,213,26,23,1.0,0.9166666666666666,0.6921615600585938,0,0,True,0,0,ok,
-571d8cVauQ$_$5,-571d8cVauQ,5,229,0.3333333432674408,Positive,C:\work\数模\中文题目\E题\E题数据\附件1-数据集原始多模态样本\MOSEI数据集部分原始视频-100条\-571d8cVauQ\5.mp4,/data2/hy/cts/e_problem/data/raw_q1/MOSEI数据集部分原始视频-100条/-571d8cVauQ/5.mp4,e304c03fac1f477823fe0926c4fb421b9c4e4091f85718b729afe856c24a7d3e,artifacts/q1/final_100/features/-571d8cVauQ__5.npz,artifacts/q1/final_100/metadata/-571d8cVauQ__5.json,43,1510,829,76,76,1.0,0.9767441860465116,0.7227405905723572,0,0,True,0,0,ok,
-I_e4mIh0yE$_$1,-I_e4mIh0yE,1,98,-0.6666666865348816,Negative,C:\work\数模\中文题目\E题\E题数据\附件1-数据集原始多模态样本\MOSEI数据集部分原始视频-100条\-I_e4mIh0yE\1.mp4,/data2/hy/cts/e_problem/data/raw_q1/MOSEI数据集部分原始视频-100条/-I_e4mIh0yE/1.mp4,8453a966d4bd1f0179eb86a35cd34c0864a3a3bc2fa86f37783060cc0d14f5df,artifacts/q1/final_100/features/-I_e4mIh0yE__1.npz,artifacts/q1/final_100/metadata/-I_e4mIh0yE__1.json,18,742,163,38,38,1.0,1.0,0.6989742517471313,0,0,True,0,0,ok,
-I_e4mIh0yE$_$3,-I_e4mIh0yE,3,132,0.6666666865348816,Positive,C:\work\数模\中文题目\E题\E题数据\附件1-数据集原始多模态样本\MOSEI数据集部分原始视频-100条\-I_e4mIh0yE\3.mp4,/data2/hy/cts/e_problem/data/raw_q1/MOSEI数据集部分原始视频-100条/-I_e4mIh0yE/3.mp4,a015f02ae51d74c42ad27e2a0831263a303f0658ac8d984819e27ad61342b23e,artifacts/q1/final_100/features/-I_e4mIh0yE__3.npz,artifacts/q1/final_100/metadata/-I_e4mIh0yE__3.json,22,897,219,46,46,1.0,1.0,0.7291849255561829,0,0,True,0,0,ok,
-UacrmKiTn4$_$10,-UacrmKiTn4,10,95,-0.6666666865348816,Negative,C:\work\数模\中文题目\E题\E题数据\附件1-数据集原始多模态样本\MOSEI数据集部分原始视频-100条\-UacrmKiTn4\10.mp4,/data2/hy/cts/e_problem/data/raw_q1/MOSEI数据集部分原始视频-100条/-UacrmKiTn4/10.mp4,00312e0602dbeac970de5d7dd0e8a970e514fe45d7fe6625b4f454b299e36360,artifacts/q1/final_100/features/-UacrmKiTn4__10.npz,artifacts/q1/final_100/metadata/-UacrmKiTn4__10.json,18,722,513,37,37,1.0,1.0,0.7207076549530029,0,0,True,0,0,ok,
-UacrmKiTn4$_$4,-UacrmKiTn4,4,72,-1.3333333730697632,Negative,C:\work\数模\中文题目\E题\E题数据\附件1-数据集原始多模态样本\MOSEI数据集部分原始视频-100条\-UacrmKiTn4\4.mp4,/data2/hy/cts/e_problem/data/raw_q1/MOSEI数据集部分原始视频-100条/-UacrmKiTn4/4.mp4,a7f2ab0d6ee2e2a2d5cd4239f03e6cac67c618ddb744891323df3ff87e29af84,artifacts/q1/final_100/features/-UacrmKiTn4__4.npz,artifacts/q1/final_100/metadata/-UacrmKiTn4__4.json,14,466,282,24,24,1.0,1.0,0.7369567155838013,0,0,True,0,0,ok,
-hnBHBN8p5A$_$7,-hnBHBN8p5A,7,78,0.6666666865348816,Positive,C:\work\数模\中文题目\E题\E题数据\附件1-数据集原始多模态样本\MOSEI数据集部分原始视频-100条\-hnBHBN8p5A\7.mp4,/data2/hy/cts/e_problem/data/raw_q1/MOSEI数据集部分原始视频-100条/-hnBHBN8p5A/7.mp4,0ec6fb76226315d3fafbb483e3500e60cc8a6729617b10e4b4b76163595080fb,artifacts/q1/final_100/features/-hnBHBN8p5A__7.npz,artifacts/q1/final_100/metadata/-hnBHBN8p5A__7.json,13,729,351,36,32,1.0,1.0,0.7341498732566833,0,0,True,0,0,ok,
-hnBHBN8p5A$_$6,-hnBHBN8p5A,6,84,1.0,Positive,C:\work\数模\中文题目\E题\E题数据\附件1-数据集原始多模态样本\MOSEI数据集部分原始视频-100条\-hnBHBN8p5A\6.mp4,/data2/hy/cts/e_problem/data/raw_q1/MOSEI数据集部分原始视频-100条/-hnBHBN8p5A/6.mp4,997f6808ac3973ddd71800e91c8e10755c10b5037186d84348a79e00d672fdc7,artifacts/q1/final_100/features/-hnBHBN8p5A__6.npz,artifacts/q1/final_100/metadata/-hnBHBN8p5A__6.json,13,631,382,31,17,1.0,0.6923076923076923,0.7028372883796692,0,0,True,0,0,ok,
-qDkUB0GgYY$_$6,-qDkUB0GgYY,6,75,1.3333333730697632,Positive,C:\work\数模\中文题目\E题\E题数据\附件1-数据集原始多模态样本\MOSEI数据集部分原始视频-100条\-qDkUB0GgYY\6.mp4,/data2/hy/cts/e_problem/data/raw_q1/MOSEI数据集部分原始视频-100条/-qDkUB0GgYY/6.mp4,ab19bf4a761d3919b7113b1104ccaadbbf0c4e7b45694904d094280a2c329c8b,artifacts/q1/final_100/features/-qDkUB0GgYY__6.npz,artifacts/q1/final_100/metadata/-qDkUB0GgYY__6.json,16,459,342,24,24,1.0,0.9375,0.7092909812927246,0,0,True,0,0,ok,
-uywlfIYOS8$_$4,-uywlfIYOS8,4,93,0.3333333432674408,Positive,C:\work\数模\中文题目\E题\E题数据\附件1-数据集原始多模态样本\MOSEI数据集部分原始视频-100条\-uywlfIYOS8\4.mp4,/data2/hy/cts/e_problem/data/raw_q1/MOSEI数据集部分原始视频-100条/-uywlfIYOS8/4.mp4,fde46f5222cf5cfec7af9c93214c972ce2d686b0bf9c90a291021601968986f9,artifacts/q1/final_100/features/-uywlfIYOS8__4.npz,artifacts/q1/final_100/metadata/-uywlfIYOS8__4.json,18,586,453,30,30,1.0,1.0,0.7057092189788818,0,0,True,0,0,ok,
-6rXp3zJ3kc$_$8,-6rXp3zJ3kc,8,170,-1.0,Negative,C:\work\数模\中文题目\E题\E题数据\附件1-数据集原始多模态样本\MOSEI数据集部分原始视频-100条\-6rXp3zJ3kc\8.mp4,/data2/hy/cts/e_problem/data/raw_q1/MOSEI数据集部分原始视频-100条/-6rXp3zJ3kc/8.mp4,59b77a0f873b7fa95e7327b93d64bb5a4bdae84039321988ef70bba8e63ee1ae,artifacts/q1/final_100/features/-6rXp3zJ3kc__8.npz,artifacts/q1/final_100/metadata/-6rXp3zJ3kc__8.json,34,1272,459,64,64,1.0,0.9705882352941176,0.7393656969070435,0,0,True,0,0,ok,
-9y-fZ3swSY$_$0,-9y-fZ3swSY,0,102,1.0,Positive,C:\work\数模\中文题目\E题\E题数据\附件1-数据集原始多模态样本\MOSEI数据集部分原始视频-100条\-9y-fZ3swSY\0.mp4,/data2/hy/cts/e_problem/data/raw_q1/MOSEI数据集部分原始视频-100条/-9y-fZ3swSY/0.mp4,29a1fd181293cdbe24e50edcad51e3cc0f27a5824d840bcc39d453b272fb6e3c,artifacts/q1/final_100/features/-9y-fZ3swSY__0.npz,artifacts/q1/final_100/metadata/-9y-fZ3swSY__0.json,22,674,493,35,34,1.0,0.9545454545454546,0.7214956879615784,0,0,True,0,0,ok,
-9y-fZ3swSY$_$4,-9y-fZ3swSY,4,33,0.0,Neutral,C:\work\数模\中文题目\E题\E题数据\附件1-数据集原始多模态样本\MOSEI数据集部分原始视频-100条\-9y-fZ3swSY\4.mp4,/data2/hy/cts/e_problem/data/raw_q1/MOSEI数据集部分原始视频-100条/-9y-fZ3swSY/4.mp4,fe04a26710e85c58bdaad5a48618c7e0f742d82b0d920eb4a046c8f14a6921dc,artifacts/q1/final_100/features/-9y-fZ3swSY__4.npz,artifacts/q1/final_100/metadata/-9y-fZ3swSY__4.json,9,264,158,14,14,1.0,1.0,0.7132362127304077,0,0,True,0,0,ok,
-9y-fZ3swSY$_$8,-9y-fZ3swSY,8,55,1.6666666269302368,Positive,C:\work\数模\中文题目\E题\E题数据\附件1-数据集原始多模态样本\MOSEI数据集部分原始视频-100条\-9y-fZ3swSY\8.mp4,/data2/hy/cts/e_problem/data/raw_q1/MOSEI数据集部分原始视频-100条/-9y-fZ3swSY/8.mp4,6140d031e614b62a5d8df73346fef2417c28cee3501310aa95aa40d358b4b256,artifacts/q1/final_100/features/-9y-fZ3swSY__8.npz,artifacts/q1/final_100/metadata/-9y-fZ3swSY__8.json,12,490,299,25,15,1.0,0.5833333333333334,0.735573947429657,0,0,True,0,0,ok,
-AUZQgSxyPQ$_$2,-AUZQgSxyPQ,2,262,0.6666666865348816,Positive,C:\work\数模\中文题目\E题\E题数据\附件1-数据集原始多模态样本\MOSEI数据集部分原始视频-100条\-AUZQgSxyPQ\2.mp4,/data2/hy/cts/e_problem/data/raw_q1/MOSEI数据集部分原始视频-100条/-AUZQgSxyPQ/2.mp4,e09034b30bb4f8fb9f9c2568afc20f2a764e327fe6ef4e13f21804eaac51bb7b,artifacts/q1/final_100/features/-AUZQgSxyPQ__2.npz,artifacts/q1/final_100/metadata/-AUZQgSxyPQ__2.json,41,2238,1166,113,113,1.0,1.0,0.7163442969322205,0,0,True,0,0,ok,
-HeZS2-Prhc$_$2,-HeZS2-Prhc,2,77,0.6666666865348816,Positive,C:\work\数模\中文题目\E题\E题数据\附件1-数据集原始多模态样本\MOSEI数据集部分原始视频-100条\-HeZS2-Prhc\2.mp4,/data2/hy/cts/e_problem/data/raw_q1/MOSEI数据集部分原始视频-100条/-HeZS2-Prhc/2.mp4,edb0fa22fdfbd990c8174764af78670bd2ecad799240d35d96a1124a3cd9dc0c,artifacts/q1/final_100/features/-HeZS2-Prhc__2.npz,artifacts/q1/final_100/metadata/-HeZS2-Prhc__2.json,16,813,541,41,41,1.0,1.0,0.7342689633369446,0,0,True,0,0,ok,
-MeTTeMJBNc$_$0,-MeTTeMJBNc,0,117,0.3333333432674408,Positive,C:\work\数模\中文题目\E题\E题数据\附件1-数据集原始多模态样本\MOSEI数据集部分原始视频-100条\-MeTTeMJBNc\0.mp4,/data2/hy/cts/e_problem/data/raw_q1/MOSEI数据集部分原始视频-100条/-MeTTeMJBNc/0.mp4,54e2097f7bdb455d243e72254e5af7ed16160739f2f3cfd22f57d2729ec1acbe,artifacts/q1/final_100/features/-MeTTeMJBNc__0.npz,artifacts/q1/final_100/metadata/-MeTTeMJBNc__0.json,21,920,518,47,46,1.0,1.0,0.7514187693595886,0,0,True,0,0,ok,
-MeTTeMJBNc$_$13,-MeTTeMJBNc,13,70,0.3333333432674408,Positive,C:\work\数模\中文题目\E题\E题数据\附件1-数据集原始多模态样本\MOSEI数据集部分原始视频-100条\-MeTTeMJBNc\13.mp4,/data2/hy/cts/e_problem/data/raw_q1/MOSEI数据集部分原始视频-100条/-MeTTeMJBNc/13.mp4,80c5d996e5d7b61c58e1fe32d706efcaf80c8c8cddb5c37a5c66d527786c2a44,artifacts/q1/final_100/features/-MeTTeMJBNc__13.npz,artifacts/q1/final_100/metadata/-MeTTeMJBNc__13.json,14,524,254,27,27,1.0,0.9285714285714286,0.7440664172172546,0,0,True,0,0,ok,
-MeTTeMJBNc$_$7,-MeTTeMJBNc,7,160,1.3333333730697632,Positive,C:\work\数模\中文题目\E题\E题数据\附件1-数据集原始多模态样本\MOSEI数据集部分原始视频-100条\-MeTTeMJBNc\7.mp4,/data2/hy/cts/e_problem/data/raw_q1/MOSEI数据集部分原始视频-100条/-MeTTeMJBNc/7.mp4,40716dc7402fd6398038eded58ce939ec76be6afbeea346b968bf4c427088f3a,artifacts/q1/final_100/features/-MeTTeMJBNc__7.npz,artifacts/q1/final_100/metadata/-MeTTeMJBNc__7.json,31,1039,644,53,53,1.0,0.967741935483871,0.7325955629348755,0,0,True,0,0,ok,
-RfYyzHpjk4$_$11,-RfYyzHpjk4,11,89,2.0,Positive,C:\work\数模\中文题目\E题\E题数据\附件1-数据集原始多模态样本\MOSEI数据集部分原始视频-100条\-RfYyzHpjk4\11.mp4,/data2/hy/cts/e_problem/data/raw_q1/MOSEI数据集部分原始视频-100条/-RfYyzHpjk4/11.mp4,96e481cd732001239639c8cb4e7f94e570925e5a15940920ffab0cec1f13f904,artifacts/q1/final_100/features/-RfYyzHpjk4__11.npz,artifacts/q1/final_100/metadata/-RfYyzHpjk4__11.json,17,505,359,26,24,1.0,0.9411764705882353,0.6900293231010437,0,0,True,0,0,ok,
-RfYyzHpjk4$_$8,-RfYyzHpjk4,8,81,0.3333333432674408,Positive,C:\work\数模\中文题目\E题\E题数据\附件1-数据集原始多模态样本\MOSEI数据集部分原始视频-100条\-RfYyzHpjk4\8.mp4,/data2/hy/cts/e_problem/data/raw_q1/MOSEI数据集部分原始视频-100条/-RfYyzHpjk4/8.mp4,ed8c672c532b8c7d1c830c82d6e2c14fcb3bbd3dc1a86670a03a6c8e83c02f3c,artifacts/q1/final_100/features/-RfYyzHpjk4__8.npz,artifacts/q1/final_100/metadata/-RfYyzHpjk4__8.json,17,451,304,23,23,0.9411764705882353,0.9411764705882353,0.6777150630950928,1,0,True,0,0,ok,
