sample_id,video_id,phrase_index,endpoint,text,asr_s,current_s,git_s,current_abs_difference_s,git_abs_difference_s
-THoVjtIkeU$_$12,-THoVjtIkeU,9,end,they will believe in themselves.,14.02,14.805,14.600000381469727,0.7850000000000001,0.580000381469727
-THoVjtIkeU$_$2,-THoVjtIkeU,0,start,I think ,0.0,0.0,0.0,0.0,0.0
-THoVjtIkeU$_$2,-THoVjtIkeU,0,end,I think ,0.52,0.49000000953674316,0.4000000059604645,0.029999990463256854,0.11999999403953554
-THoVjtIkeU$_$2,-THoVjtIkeU,1,start,social justice is extremely important for young people.,0.52,1.1299999952316284,0.4000000059604645,0.6099999952316284,0.11999999403953554
-THoVjtIkeU$_$2,-THoVjtIkeU,1,end,social justice is extremely important for young people.,3.66,3.7100000381469727,3.9000000953674316,0.050000038146972514,0.2400000953674315
-THoVjtIkeU$_$6,-THoVjtIkeU,1,start,"people, ",2.2,2.25,1.899999976158142,0.04999999999999982,0.3000000238418581
-THoVjtIkeU$_$6,-THoVjtIkeU,1,end,"people, ",2.58,2.609999895095825,2.25,0.029999895095825124,0.33000000000000007
-THoVjtIkeU$_$6,-THoVjtIkeU,2,start,taking in what they have to say because ,2.58,2.609999895095825,2.25,0.029999895095825124,0.33000000000000007
-THoVjtIkeU$_$6,-THoVjtIkeU,2,end,taking in what they have to say because ,4.46,4.489999771118164,4.400000095367432,0.029999771118164098,0.059999904632568324
-THoVjtIkeU$_$6,-THoVjtIkeU,4,start,is the power of youth.,6.34,6.440000057220459,6.5,0.10000005722045913,0.16000000000000014
-THoVjtIkeU$_$6,-THoVjtIkeU,4,end,is the power of youth.,7.54,7.489999771118164,7.5,0.05000022888183597,0.040000000000000036
-UUCSKoHeMA$_$0,-UUCSKoHeMA,0,start,I mentioned a word in the last clip ,1.6,1.190000057220459,0.15000000596046448,0.4099999427795411,1.4499999940395356
-UUCSKoHeMA$_$0,-UUCSKoHeMA,0,end,I mentioned a word in the last clip ,3.72,3.619999885559082,3.1500000953674316,0.10000011444091816,0.5699999046325686
-UUCSKoHeMA$_$0,-UUCSKoHeMA,1,start,"called 'monotone', ",3.72,3.7200000286102295,3.1500000953674316,2.8610229296788248e-08,0.5699999046325686
-UUCSKoHeMA$_$0,-UUCSKoHeMA,1,end,"called 'monotone', ",5.12,5.099999904632568,4.550000190734863,0.020000095367431747,0.5699998092651368
-UUCSKoHeMA$_$0,-UUCSKoHeMA,2,start,and I want to talk about that briefly.,5.2,5.429999828338623,4.550000190734863,0.22999982833862287,0.6499998092651369
-UUCSKoHeMA$_$0,-UUCSKoHeMA,2,end,and I want to talk about that briefly.,7.14,7.732,7.699999809265137,0.5920000000000005,0.559999809265137
-UacrmKiTn4$_$10,-UacrmKiTn4,0,start,"Because, ",0.0,0.0,0.0,0.0,0.0
-UacrmKiTn4$_$10,-UacrmKiTn4,0,end,"Because, ",0.74,0.36000001430511475,0.4000000059604645,0.37999998569488525,0.3399999940395355
-UacrmKiTn4$_$10,-UacrmKiTn4,1,start,if they are not ,0.74,0.36000001430511475,0.4000000059604645,0.37999998569488525,0.3399999940395355
-UacrmKiTn4$_$10,-UacrmKiTn4,1,end,if they are not ,1.72,1.659999966621399,1.649999976158142,0.06000003337860105,0.07000002384185788
-UacrmKiTn4$_$10,-UacrmKiTn4,2,start,in any way held accountable for reading the ,1.72,2.140000104904175,1.649999976158142,0.42000010490417483,0.07000002384185788
-UacrmKiTn4$_$10,-UacrmKiTn4,2,end,in any way held accountable for reading the ,4.7,4.650000095367432,5.099999904632568,0.04999990463256854,0.3999999046325682
-UacrmKiTn4$_$10,-UacrmKiTn4,3,start,material ,4.7,4.650000095367432,5.099999904632568,0.04999990463256854,0.3999999046325682
-UacrmKiTn4$_$10,-UacrmKiTn4,3,end,material ,5.28,5.420000076293945,5.849999904632568,0.14000007629394506,0.5699999046325681
-UacrmKiTn4$_$10,-UacrmKiTn4,4,start,they won't do it.,5.76,5.889999866485596,5.849999904632568,0.12999986648559592,0.08999990463256857
-UacrmKiTn4$_$10,-UacrmKiTn4,4,end,they won't do it.,6.8,6.710000038146973,6.900000095367432,0.08999996185302717,0.10000009536743182
-UacrmKiTn4$_$4,-UacrmKiTn4,0,start,Just given to their own devices they are ,0.0,0.49000000953674316,0.5,0.49000000953674316,0.5
-UacrmKiTn4$_$4,-UacrmKiTn4,0,end,Just given to their own devices they are ,2.44,2.430000066757202,2.8499999046325684,0.009999933242797798,0.4099999046325684
-UacrmKiTn4$_$4,-UacrmKiTn4,1,start,not going to read the textbook.,2.44,2.430000066757202,2.8499999046325684,0.009999933242797798,0.4099999046325684
-UacrmKiTn4$_$4,-UacrmKiTn4,1,end,not going to read the textbook.,4.02,4.179999828338623,4.650000095367432,0.15999982833862347,0.6300000953674321
-UuX1xuaiiE$_$0,-UuX1xuaiiE,0,start,^it's amazing to see their enthusiasm and their ,0.0,0.07000000029802322,0.05000000074505806,0.07000000029802322,0.05000000074505806
-UuX1xuaiiE$_$0,-UuX1xuaiiE,0,end,^it's amazing to see their enthusiasm and their ,2.56,2.5,2.9000000953674316,0.06000000000000005,0.3400000953674316
-UuX1xuaiiE$_$0,-UuX1xuaiiE,1,start,passion,2.56,2.5,2.9000000953674316,0.06000000000000005,0.3400000953674316
-UuX1xuaiiE$_$0,-UuX1xuaiiE,1,end,passion,3.0,3.575875,3.3499999046325684,0.5758749999999999,0.34999990463256836
-UuX1xuaiiE$_$1,-UuX1xuaiiE,0,start,^And all of them are really being ,0.0,0.5099999904632568,0.44999998807907104,0.5099999904632568,0.44999998807907104
-UuX1xuaiiE$_$1,-UuX1xuaiiE,0,end,^And all of them are really being ,1.86,2.0199999809265137,2.450000047683716,0.15999998092651357,0.5900000476837157
-UuX1xuaiiE$_$1,-UuX1xuaiiE,1,start,able to explore ^these ,1.86,2.490000009536743,2.450000047683716,0.6300000095367431,0.5900000476837157
-UuX1xuaiiE$_$1,-UuX1xuaiiE,1,end,able to explore ^these ,4.26,3.6700000762939453,4.199999809265137,0.5899999237060545,0.06000019073486307
-UuX1xuaiiE$_$1,-UuX1xuaiiE,2,start,different areas in depth ^in a way that ,4.26,4.53000020980835,4.199999809265137,0.2700002098083498,0.06000019073486307
-UuX1xuaiiE$_$1,-UuX1xuaiiE,2,end,different areas in depth ^in a way that ,7.18,7.210000038146973,6.800000190734863,0.03000003814697294,0.37999980926513643
-UuX1xuaiiE$_$1,-UuX1xuaiiE,3,start,really wasn't available ^before the center was here,7.18,7.269999980926514,6.800000190734863,0.08999998092651396,0.37999980926513643
-UuX1xuaiiE$_$1,-UuX1xuaiiE,3,end,really wasn't available ^before the center was here,9.74,10.267,10.149999618530273,0.5269999999999992,0.4099996185302732
-UuX1xuaiiE$_$3,-UuX1xuaiiE,0,start,My goal is to become ,0.0,0.5400000214576721,0.10000000149011612,0.5400000214576721,0.10000000149011612
-UuX1xuaiiE$_$3,-UuX1xuaiiE,0,end,My goal is to become ,2.12,2.1600000858306885,1.9500000476837158,0.04000008583068837,0.1699999523162843
-UuX1xuaiiE$_$3,-UuX1xuaiiE,1,start,a human rights lawyer,2.12,2.5799999237060547,1.9500000476837158,0.4599999237060546,0.1699999523162843
-UuX1xuaiiE$_$3,-UuX1xuaiiE,1,end,a human rights lawyer,3.58,3.680000066757202,3.700000047683716,0.10000006675720208,0.12000004768371575
-UuX1xuaiiE$_$6,-UuX1xuaiiE,0,start,I ended up going to work for the ,0.0,0.5299999713897705,0.15000000596046448,0.5299999713897705,0.15000000596046448
-UuX1xuaiiE$_$6,-UuX1xuaiiE,0,end,I ended up going to work for the ,1.98,2.049999952316284,2.0999999046325684,0.0699999523162842,0.11999990463256838
-UuX1xuaiiE$_$6,-UuX1xuaiiE,2,start,specializing in war crimes and human rights issues,4.1,4.960000038146973,4.599999904632568,0.860000038146973,0.4999999046325687
-UuX1xuaiiE$_$6,-UuX1xuaiiE,2,end,specializing in war crimes and human rights issues,7.34,7.943812,7.75,0.6038120000000005,0.41000000000000014
-a55Q6RWvTA$_$3,-a55Q6RWvTA,0,start,"And if you clip coupons, ",0.0,0.5099999904632568,0.10000000149011612,0.5099999904632568,0.10000000149011612
-a55Q6RWvTA$_$3,-a55Q6RWvTA,0,end,"And if you clip coupons, ",2.3,2.630000114440918,1.75,0.33000011444091815,0.5499999999999998
-a55Q6RWvTA$_$3,-a55Q6RWvTA,1,start,if you don't go out for dinner and ,2.72,2.630000114440918,1.75,0.08999988555908223,0.9700000000000002
-a55Q6RWvTA$_$3,-a55Q6RWvTA,1,end,if you don't go out for dinner and ,4.66,4.619999885559082,4.400000095367432,0.04000011444091811,0.2599999046325685
-a55Q6RWvTA$_$3,-a55Q6RWvTA,2,start,movies and things of that nature ,4.66,4.619999885559082,4.400000095367432,0.04000011444091811,0.2599999046325685
-a55Q6RWvTA$_$3,-a55Q6RWvTA,2,end,movies and things of that nature ,6.28,6.429999828338623,6.599999904632568,0.1499998283386228,0.3199999046325681
-a55Q6RWvTA$_$3,-a55Q6RWvTA,3,start,and try to take up things in life ,6.28,6.860000133514404,6.599999904632568,0.580000133514404,0.3199999046325681
-a55Q6RWvTA$_$3,-a55Q6RWvTA,3,end,and try to take up things in life ,8.76,8.869999885559082,8.800000190734863,0.10999988555908224,0.040000190734863494
-a55Q6RWvTA$_$3,-a55Q6RWvTA,4,start,"that, ",8.76,8.869999885559082,8.800000190734863,0.10999988555908224,0.040000190734863494
-a55Q6RWvTA$_$3,-a55Q6RWvTA,4,end,"that, ",9.1,9.029999732971191,9.100000381469727,0.07000026702880824,3.8146972691777137e-07
-a55Q6RWvTA$_$3,-a55Q6RWvTA,5,start,"well, ",9.1,9.029999732971191,9.100000381469727,0.07000026702880824,3.8146972691777137e-07
-a55Q6RWvTA$_$3,-a55Q6RWvTA,5,end,"well, ",9.3,9.359999656677246,9.399999618530273,0.05999965667724538,0.09999961853027273
-a55Q6RWvTA$_$3,-a55Q6RWvTA,6,start,"they always say, ""the best things in life ",9.3,9.359999656677246,9.399999618530273,0.05999965667724538,0.09999961853027273
-a55Q6RWvTA$_$3,-a55Q6RWvTA,6,end,"they always say, ""the best things in life ",11.18,11.229999542236328,11.699999809265137,0.04999954223632841,0.519999809265137
-a55Q6RWvTA$_$3,-a55Q6RWvTA,7,start,"are free"". ",11.18,11.229999542236328,11.699999809265137,0.04999954223632841,0.519999809265137
-a55Q6RWvTA$_$3,-a55Q6RWvTA,7,end,"are free"". ",12.1,11.850000381469727,12.300000190734863,0.24999961853027308,0.20000019073486364
-a55Q6RWvTA$_$3,-a55Q6RWvTA,8,start,"Reading a book, ",12.14,12.350000381469727,12.300000190734863,0.210000381469726,0.1600001907348627
-a55Q6RWvTA$_$3,-a55Q6RWvTA,8,end,"Reading a book, ",13.74,13.180000305175781,13.199999809265137,0.559999694824219,0.5400001907348635
-a55Q6RWvTA$_$3,-a55Q6RWvTA,9,start,"going for a nice walk, and, ",13.78,13.739999771118164,13.199999809265137,0.0400002288818353,0.5800001907348626
-a55Q6RWvTA$_$3,-a55Q6RWvTA,9,end,"going for a nice walk, and, ",15.66,15.600000381469727,15.25,0.05999961853027358,0.41000000000000014
-a55Q6RWvTA$_$3,-a55Q6RWvTA,10,start,"of course, ",15.66,15.600000381469727,15.25,0.05999961853027358,0.41000000000000014
-a55Q6RWvTA$_$3,-a55Q6RWvTA,10,end,"of course, ",15.92,15.920000076293945,15.899999618530273,7.629394538355427e-08,0.02000038146972649
-a55Q6RWvTA$_$3,-a55Q6RWvTA,11,start,combining exercise and various things of that nature ,15.92,15.920000076293945,15.899999618530273,7.629394538355427e-08,0.02000038146972649
-a55Q6RWvTA$_$3,-a55Q6RWvTA,11,end,combining exercise and various things of that nature ,18.5,18.639999389648438,19.399999618530273,0.1399993896484375,0.8999996185302734
-a55Q6RWvTA$_$3,-a55Q6RWvTA,12,start,where you're not spending money per se.,18.5,18.940000534057617,19.399999618530273,0.4400005340576172,0.8999996185302734
-a55Q6RWvTA$_$3,-a55Q6RWvTA,12,end,where you're not spending money per se.,21.52,21.450000762939453,21.75,0.06999923706054645,0.23000000000000043
-aNfi7CP8vM$_$7,-aNfi7CP8vM,0,start,"Maybe they have no political party affiliation, ",0.0,0.49,0.44999998807907104,0.49,0.44999998807907104
-aNfi7CP8vM$_$7,-aNfi7CP8vM,0,end,"Maybe they have no political party affiliation, ",3.76,3.95,3.0999999046325684,0.1900000000000004,0.6600000953674314
-aNfi7CP8vM$_$7,-aNfi7CP8vM,1,start,"they're not interested in politics, ",4.4,4.28,3.0999999046325684,0.1200000000000001,1.300000095367432
-aNfi7CP8vM$_$7,-aNfi7CP8vM,1,end,"they're not interested in politics, ",5.86,5.95,5.599999904632568,0.08999999999999986,0.26000009536743196
-aqamKhZ1Ec$_$0,-aqamKhZ1Ec,0,start,In ,0.0,0.4000000059604645,0.0,0.4000000059604645,0.0
-aqamKhZ1Ec$_$0,-aqamKhZ1Ec,0,end,In ,0.42,0.5600000023841858,0.3499999940395355,0.1400000023841858,0.07000000596046446
-aqamKhZ1Ec$_$0,-aqamKhZ1Ec,1,start,"2008, ",0.42,2.5399999618530273,0.3499999940395355,2.1199999618530274,0.07000000596046446
-aqamKhZ1Ec$_$0,-aqamKhZ1Ec,1,end,"2008, ",2.66,2.7799999713897705,1.149999976158142,0.11999997138977037,1.510000023841858
-aqamKhZ1Ec$_$0,-aqamKhZ1Ec,2,start,there were very serious tribal warfare ,2.66,2.809999942779541,1.149999976158142,0.14999994277954087,1.510000023841858
-aqamKhZ1Ec$_$0,-aqamKhZ1Ec,2,end,there were very serious tribal warfare ,5.12,5.070000171661377,5.949999809265137,0.04999982833862315,0.8299998092651366
-aqamKhZ1Ec$_$0,-aqamKhZ1Ec,3,start,in Kenya ,5.12,7.639999866485596,5.949999809265137,2.5199998664855956,0.8299998092651366
-aqamKhZ1Ec$_$0,-aqamKhZ1Ec,3,end,in Kenya ,6.32,7.909999847412109,7.150000095367432,1.589999847412109,0.8300000953674314
-aqamKhZ1Ec$_$0,-aqamKhZ1Ec,4,start,following a disputed election.,8.22,8.979999542236328,7.150000095367432,0.7599995422363275,1.069999904632569
-aqamKhZ1Ec$_$0,-aqamKhZ1Ec,4,end,following a disputed election.,10.38,10.89,10.199999809265137,0.5099999999999998,0.18000019073486406
-dxfTGcXJoc$_$0,-dxfTGcXJoc,0,start,This is Governor Steve Beshear ... ,0.0,0.5600000023841858,0.5,0.5600000023841858,0.5
-dxfTGcXJoc$_$0,-dxfTGcXJoc,0,end,This is Governor Steve Beshear ... ,2.1,2.0999999046325684,2.5999999046325684,9.536743172944284e-08,0.49999990463256827
-dxfTGcXJoc$_$0,-dxfTGcXJoc,1,start,About Kentucky ,2.6,2.5399999618530273,2.5999999046325684,0.060000038146972745,9.536743172944284e-08
-dxfTGcXJoc$_$0,-dxfTGcXJoc,1,end,About Kentucky ,3.4,3.440000057220459,3.9000000953674316,0.04000005722045907,0.5000000953674317
-dxfTGcXJoc$_$0,-dxfTGcXJoc,2,start,"Our state is home to more than 1,",4.44,4.349999904632568,3.9000000953674316,0.09000009536743203,0.5399999046325688
-dxfTGcXJoc$_$0,-dxfTGcXJoc,2,end,"Our state is home to more than 1,",6.28,6.710000038146973,6.449999809265137,0.4300000381469724,0.16999980926513647
-dxfTGcXJoc$_$0,-dxfTGcXJoc,4,start,"and more than 100,",9.8,10.0,9.949999809265137,0.1999999999999993,0.149999809265136
-dxfTGcXJoc$_$0,-dxfTGcXJoc,4,end,"and more than 100,",11.1,11.039999961853027,11.350000381469727,0.0600000381469723,0.2500003814697269
-dxfTGcXJoc$_$0,-dxfTGcXJoc,5,start,"000 people who work for these firms, ",11.1,11.039999961853027,11.350000381469727,0.0600000381469723,0.2500003814697269
-dxfTGcXJoc$_$0,-dxfTGcXJoc,5,end,"000 people who work for these firms, ",13.24,13.3100004196167,14.25,0.070000419616699,1.0099999999999998
-dxfTGcXJoc$_$0,-dxfTGcXJoc,6,start,in areas from nutrigenomics and pharmaceuticals ,13.88,13.829999923706055,14.25,0.050000076293946094,0.3699999999999992
-dxfTGcXJoc$_$0,-dxfTGcXJoc,6,end,in areas from nutrigenomics and pharmaceuticals ,17.76,17.34000015258789,17.0,0.41999984741211094,0.7600000000000016
-dxfTGcXJoc$_$0,-dxfTGcXJoc,7,start,to nanotechnology and medical devices.,17.76,17.649999618530273,17.0,0.11000038146972813,0.7600000000000016
-dxfTGcXJoc$_$0,-dxfTGcXJoc,7,end,to nanotechnology and medical devices.,19.72,19.8799991607666,19.75,0.1599991607666027,0.030000000000001137
-dxfTGcXJoc$_$1,-dxfTGcXJoc,0,start,"For the 10th straight year, ",0.0,0.5099999904632568,0.44999998807907104,0.5099999904632568,0.44999998807907104
-dxfTGcXJoc$_$1,-dxfTGcXJoc,0,end,"For the 10th straight year, ",1.96,1.8200000524520874,2.200000047683716,0.13999994754791256,0.24000004768371586
-dxfTGcXJoc$_$1,-dxfTGcXJoc,1,start,some of Kentucky’s best and most innovative biotech ,2.34,2.1500000953674316,2.200000047683716,0.18999990463256822,0.13999995231628404
-dxfTGcXJoc$_$1,-dxfTGcXJoc,1,end,some of Kentucky’s best and most innovative biotech ,5.34,5.539999961853027,5.5,0.19999996185302749,0.16000000000000014
-dxfTGcXJoc$_$1,-dxfTGcXJoc,2,start,companies and technologies were on display at the ,5.34,5.539999961853027,5.5,0.19999996185302749,0.16000000000000014
-dxfTGcXJoc$_$1,-dxfTGcXJoc,2,end,companies and technologies were on display at the ,9.04,8.960000038146973,8.75,0.07999996185302649,0.28999999999999915
-dxfTGcXJoc$_$1,-dxfTGcXJoc,3,start,"annual BIO International Convention, ",9.04,8.960000038146973,8.75,0.07999996185302649,0.28999999999999915
-dxfTGcXJoc$_$1,-dxfTGcXJoc,3,end,"annual BIO International Convention, ",11.32,11.319999694824219,11.800000190734863,3.051757815342171e-07,0.480000190734863
-dxfTGcXJoc$_$1,-dxfTGcXJoc,4,start,which I and other state officials attended this ,11.9,11.850000381469727,11.800000190734863,0.04999961853027379,0.09999980926513707
-dxfTGcXJoc$_$1,-dxfTGcXJoc,4,end,which I and other state officials attended this ,14.38,14.359999656677246,14.649999618530273,0.020000343322754688,0.26999961853027266
-dxfTGcXJoc$_$1,-dxfTGcXJoc,5,start,week in Chicago.,14.38,14.359999656677246,14.649999618530273,0.020000343322754688,0.26999961853027266
-dxfTGcXJoc$_$1,-dxfTGcXJoc,5,end,week in Chicago.,15.4,15.529999732971191,15.899999618530273,0.12999973297119105,0.4999996185302731
-dxfTGcXJoc$_$2,-dxfTGcXJoc,0,start,"An estimated 20,",0.0,0.5,0.25,0.5,0.25
-dxfTGcXJoc$_$2,-dxfTGcXJoc,0,end,"An estimated 20,",1.76,1.7100000381469727,1.350000023841858,0.04999996185302735,0.4099999761581421
-dxfTGcXJoc$_$2,-dxfTGcXJoc,1,start,"000 biotech scientists, ",1.76,1.7100000381469727,1.350000023841858,0.04999996185302735,0.4099999761581421
-dxfTGcXJoc$_$2,-dxfTGcXJoc,1,end,"000 biotech scientists, ",3.8,3.6700000762939453,2.9000000953674316,0.1299999237060545,0.8999999046325682
-dxfTGcXJoc$_$2,-dxfTGcXJoc,2,start,executives and industry experts from more than 50 ,3.94,3.819999933242798,2.9000000953674316,0.1200000667572021,1.0399999046325683
-dxfTGcXJoc$_$2,-dxfTGcXJoc,2,end,executives and industry experts from more than 50 ,7.26,7.309999942779541,6.949999809265137,0.04999994277954123,0.31000019073486307
-dxfTGcXJoc$_$2,-dxfTGcXJoc,3,start,nations were at the BIO conference to learn ,7.26,7.309999942779541,6.949999809265137,0.04999994277954123,0.31000019073486307
-dxfTGcXJoc$_$2,-dxfTGcXJoc,3,end,nations were at the BIO conference to learn ,10.12,10.140000343322754,10.0,0.020000343322754688,0.11999999999999922
-dxfTGcXJoc$_$2,-dxfTGcXJoc,4,start,"about the latest scientific advances, ",10.12,10.140000343322754,10.0,0.020000343322754688,0.11999999999999922
-dxfTGcXJoc$_$2,-dxfTGcXJoc,4,end,"about the latest scientific advances, ",12.1,12.15999984741211,12.449999809265137,0.05999984741210973,0.3499998092651371
-dxfTGcXJoc$_$2,-dxfTGcXJoc,5,start,and to exchange ideas and establish business relationships.,12.1,12.489999771118164,12.449999809265137,0.3899997711181644,0.3499998092651371
-dxfTGcXJoc$_$2,-dxfTGcXJoc,5,end,and to exchange ideas and establish business relationships.,15.78,16.110000610351562,16.299999237060547,0.33000061035156314,0.5199992370605475
-dxfTGcXJoc$_$6,-dxfTGcXJoc,0,start,Kentucky’s participation at the annual BIO International Convention ,0.0,0.4099999964237213,0.4000000059604645,0.4099999964237213,0.4000000059604645
-dxfTGcXJoc$_$6,-dxfTGcXJoc,0,end,Kentucky’s participation at the annual BIO International Convention ,4.28,4.340000152587891,4.699999809265137,0.060000152587890376,0.41999980926513647
-dxfTGcXJoc$_$6,-dxfTGcXJoc,1,start,is the primary means by which our high-,4.28,4.710000038146973,4.699999809265137,0.4300000381469724,0.41999980926513647
-dxfTGcXJoc$_$6,-dxfTGcXJoc,1,end,is the primary means by which our high-,7.48,7.389999866485596,7.150000095367432,0.09000013351440472,0.3299999046325688
-dxfTGcXJoc$_$6,-dxfTGcXJoc,2,start,tech companies and institutions can reach out to ,7.48,7.389999866485596,7.849999904632568,0.09000013351440472,0.36999990463256793
-dxfTGcXJoc$_$6,-dxfTGcXJoc,2,end,tech companies and institutions can reach out to ,10.4,10.350000381469727,10.75,0.04999961853027379,0.34999999999999964
-dxfTGcXJoc$_$6,-dxfTGcXJoc,3,start,the global scientific community.,10.4,10.350000381469727,10.75,0.04999961853027379,0.34999999999999964
-dxfTGcXJoc$_$6,-dxfTGcXJoc,3,end,the global scientific community.,12.02,12.109999656677246,12.600000381469727,0.08999965667724652,0.580000381469727
-egA8-b7-3M$_$1,-egA8-b7-3M,0,start,I ,0.0,0.0,0.15000000596046448,0.0,0.15000000596046448
-egA8-b7-3M$_$1,-egA8-b7-3M,0,end,I ,0.64,0.3499999940395355,0.3499999940395355,0.2900000059604645,0.2900000059604645
-egA8-b7-3M$_$1,-egA8-b7-3M,1,start,started a successful Legal Nurse Consulting Business ,0.98,1.2100000381469727,0.3499999940395355,0.23000003814697267,0.6300000059604645
-egA8-b7-3M$_$1,-egA8-b7-3M,1,end,started a successful Legal Nurse Consulting Business ,4.04,4.059999942779541,4.650000095367432,0.01999994277954098,0.6100000953674316
-egA8-b7-3M$_$1,-egA8-b7-3M,2,start,in 1989. ,4.04,4.480000019073486,4.650000095367432,0.4400000190734863,0.6100000953674316
-egA8-b7-3M$_$1,-egA8-b7-3M,2,end,in 1989. ,5.68,5.71999979019165,5.349999904632568,0.039999790191650675,0.33000009536743136
-egA8-b7-3M$_$1,-egA8-b7-3M,3,start,I mentor nurses who want to become Legal ,6.42,6.329999923706055,5.349999904632568,0.09000007629394524,1.0700000953674316
-egA8-b7-3M$_$1,-egA8-b7-3M,3,end,I mentor nurses who want to become Legal ,8.5,8.520000457763672,8.399999618530273,0.020000457763671875,0.10000038146972656
-egA8-b7-3M$_$1,-egA8-b7-3M,4,start,Nurse Consultants.,8.5,8.520000457763672,8.399999618530273,0.020000457763671875,0.10000038146972656
-egA8-b7-3M$_$1,-egA8-b7-3M,4,end,Nurse Consultants.,9.34,9.619999885559082,9.5,0.2799998855590822,0.16000000000000014
-egA8-b7-3M$_$13,-egA8-b7-3M,0,start,"What are you doing that's different?"" ",0.0,0.5099999904632568,0.3499999940395355,0.5099999904632568,0.3499999940395355
-egA8-b7-3M$_$13,-egA8-b7-3M,0,end,"What are you doing that's different?"" ",1.78,1.7999999523162842,2.299999952316284,0.019999952316284153,0.5199999523162842
-egA8-b7-3M$_$13,-egA8-b7-3M,1,start,They always want an answer.,2.5,2.3299999237060547,2.299999952316284,0.1700000762939453,0.20000004768371582
-egA8-b7-3M$_$13,-egA8-b7-3M,1,end,They always want an answer.,3.48,3.5299999713897705,3.75,0.049999971389770526,0.27
-egA8-b7-3M$_$16,-egA8-b7-3M,0,start,"Third, ",0.0,0.4300000071525574,0.44999998807907104,0.4300000071525574,0.44999998807907104
-egA8-b7-3M$_$16,-egA8-b7-3M,0,end,"Third, ",0.76,0.800000011920929,0.8500000238418579,0.040000011920928946,0.0900000238418579
-egA8-b7-3M$_$16,-egA8-b7-3M,1,start,another big benefit of exhibiting is connecting with ,0.94,0.800000011920929,0.8500000238418579,0.139999988079071,0.08999997615814204
-egA8-b7-3M$_$16,-egA8-b7-3M,1,end,another big benefit of exhibiting is connecting with ,3.76,3.7100000381469727,3.9000000953674316,0.04999996185302713,0.14000009536743185
-egA8-b7-3M$_$16,-egA8-b7-3M,2,start,existing clients.,3.76,3.7100000381469727,3.9000000953674316,0.04999996185302713,0.14000009536743185
-egA8-b7-3M$_$16,-egA8-b7-3M,2,end,existing clients.,4.76,4.920000076293945,4.849999904632568,0.16000007629394553,0.08999990463256857
-egA8-b7-3M$_$17,-egA8-b7-3M,0,start,"As you have more experience, ",0.0,0.5,0.30000001192092896,0.5,0.30000001192092896
-egA8-b7-3M$_$17,-egA8-b7-3M,0,end,"As you have more experience, ",2.04,2.180000066757202,2.75,0.1400000667572021,0.71
-egA8-b7-3M$_$17,-egA8-b7-3M,1,start,"you have more times exhibiting, ",3.32,3.2100000381469727,2.75,0.10999996185302718,0.5699999999999998
-egA8-b7-3M$_$17,-egA8-b7-3M,1,end,"you have more times exhibiting, ",4.7,5.0,4.650000095367432,0.2999999999999998,0.04999990463256854
-egA8-b7-3M$_$17,-egA8-b7-3M,2,start,you get to know more people.,5.34,5.239999771118164,4.650000095367432,0.1000002288818358,0.6899999046325682
-egA8-b7-3M$_$17,-egA8-b7-3M,2,end,you get to know more people.,6.46,6.559999942779541,6.550000190734863,0.09999994277954105,0.09000019073486332
-egA8-b7-3M$_$18,-egA8-b7-3M,0,start,It becomes easier at each one of these ,0.0,0.5,0.44999998807907104,0.5,0.44999998807907104
-egA8-b7-3M$_$18,-egA8-b7-3M,0,end,It becomes easier at each one of these ,2.92,2.880000114440918,2.799999952316284,0.03999988555908196,0.12000004768371575
-egA8-b7-3M$_$18,-egA8-b7-3M,1,start,conferences ,2.92,2.880000114440918,2.799999952316284,0.03999988555908196,0.12000004768371575
-egA8-b7-3M$_$18,-egA8-b7-3M,1,end,conferences ,3.54,3.6700000762939453,3.3499999046325684,0.13000007629394528,0.19000009536743168
-egA8-b7-3M$_$18,-egA8-b7-3M,2,start,to connect with people that you've met ,3.54,4.130000114440918,3.3499999046325684,0.5900001144409179,0.19000009536743168
-egA8-b7-3M$_$18,-egA8-b7-3M,2,end,to connect with people that you've met ,5.94,5.900000095367432,5.800000190734863,0.03999990463256875,0.1399998092651371
-egA8-b7-3M$_$18,-egA8-b7-3M,3,start,or that you're doing business with.,5.94,6.369999885559082,5.800000190734863,0.42999988555908164,0.1399998092651371
-egA8-b7-3M$_$18,-egA8-b7-3M,3,end,or that you're doing business with.,7.84,7.739999771118164,7.849999904632568,0.1000002288818358,0.009999904632568501
-egA8-b7-3M$_$20,-egA8-b7-3M,0,start,Now you've got a face that you can ,0.0,0.47999998927116394,0.10000000149011612,0.47999998927116394,0.10000000149011612
-egA8-b7-3M$_$20,-egA8-b7-3M,0,end,Now you've got a face that you can ,2.08,2.0899999141693115,2.450000047683716,0.009999914169311452,0.37000004768371575
-egA8-b7-3M$_$20,-egA8-b7-3M,1,start,"connect with a voice, ",2.08,2.0899999141693115,2.450000047683716,0.009999914169311452,0.37000004768371575
-egA8-b7-3M$_$20,-egA8-b7-3M,1,end,"connect with a voice, ",3.38,3.4000000953674316,3.8499999046325684,0.020000095367431747,0.46999990463256847
-egA8-b7-3M$_$20,-egA8-b7-3M,2,start,and that makes you closer to that client.,3.78,3.890000104904175,3.8499999046325684,0.110000104904175,0.06999990463256855
