sample_id,video_id,clip_id,text,text_chars,label,annotation,source_video_path,file_exists,file_size_bytes,ffprobe_ok,video_stream_count,audio_stream_count,video_codec,width,height,frame_rate,audio_codec,sample_rate,channels,duration_sec,full_decode_ok,text_nonempty,label_valid,annotation_valid,annotation_consistent,quality_status,exclusion_reasons,probe_error,decode_error
-UacrmKiTn4$_$10,-UacrmKiTn4,10,"Because, if they are not in any way held accountable for reading the material they won't do it.",95,-0.6666666865348816,Negative,C:\work\数模\中文题目\E题\E题数据\附件1-数据集原始多模态样本\MOSEI数据集部分原始视频-100条\-UacrmKiTn4\10.mp4,True,486491,True,1,1,h264,470,360,30/1,aac,44100,2,7.361979,True,True,True,True,True,qualified,,,
-UacrmKiTn4$_$4,-UacrmKiTn4,4,Just given to their own devices they are not going to read the textbook.,72,-1.3333333730697632,Negative,C:\work\数模\中文题目\E题\E题数据\附件1-数据集原始多模态样本\MOSEI数据集部分原始视频-100条\-UacrmKiTn4\4.mp4,True,249701,True,1,1,h264,470,360,30/1,aac,44100,2,4.741016,True,True,True,True,True,qualified,,,
-hnBHBN8p5A$_$7,-hnBHBN8p5A,7,"Picture this, before we actually start hacking, we’re in a room formal setting",78,0.6666666865348816,Positive,C:\work\数模\中文题目\E题\E题数据\附件1-数据集原始多模态样本\MOSEI数据集部分原始视频-100条\-hnBHBN8p5A\7.mp4,True,1409433,True,1,1,h264,1280,720,24000/1001,aac,44100,2,7.372,True,True,True,True,True,qualified,,,
-hnBHBN8p5A$_$6,-hnBHBN8p5A,6,"Discussion, how to discuss ideas and opinions more effectively than a native speaker",84,1.0,Positive,C:\work\数模\中文题目\E题\E题数据\附件1-数据集原始多模态样本\MOSEI数据集部分原始视频-100条\-hnBHBN8p5A\6.mp4,True,1661111,True,1,1,h264,1280,720,24000/1001,aac,44100,2,6.401,True,True,True,True,True,qualified,,,
-qDkUB0GgYY$_$6,-qDkUB0GgYY,6,"We always love to hear what you say, and like and share this video as well.",75,1.3333333730697632,Positive,C:\work\数模\中文题目\E题\E题数据\附件1-数据集原始多模态样本\MOSEI数据集部分原始视频-100条\-qDkUB0GgYY\6.mp4,True,404331,True,1,1,h264,360,360,30/1,aac,44100,1,4.677995,True,True,True,True,True,qualified,,,
-uywlfIYOS8$_$4,-uywlfIYOS8,4,"And then from a brand point of view, we need to make sure we're driving the relevant insight.",93,0.3333333432674408,Positive,C:\work\数模\中文题目\E题\E题数据\附件1-数据集原始多模态样本\MOSEI数据集部分原始视频-100条\-uywlfIYOS8\4.mp4,True,557194,True,1,1,h264,480,270,30/1,aac,44100,2,6.044987,True,True,True,True,True,qualified,,,
-6rXp3zJ3kc$_$8,-6rXp3zJ3kc,8,Many people are not until they get to be a older age and they realize that gosh they wasted a lot of time and money in placing bets on stock that's ultimately lost value.,170,-1.0,Negative,C:\work\数模\中文题目\E题\E题数据\附件1-数据集原始多模态样本\MOSEI数据集部分原始视频-100条\-6rXp3zJ3kc\8.mp4,True,567350,True,1,1,h264,480,270,30/1,aac,44100,2,12.805013,True,True,True,True,True,qualified,,,
-9y-fZ3swSY$_$0,-9y-fZ3swSY,0,"is, you can say, hey I really like baby skin, they are so soft, they don’t have any hair on their face",102,1.0,Positive,C:\work\数模\中文题目\E题\E题数据\附件1-数据集原始多模态样本\MOSEI数据集部分原始视频-100条\-9y-fZ3swSY\0.mp4,True,965453,True,1,1,h264,1280,720,30/1,aac,44100,2,6.833333,True,True,True,True,True,qualified,,,
-9y-fZ3swSY$_$4,-9y-fZ3swSY,4,I’ve seen this in US or in the US,33,0.0,Neutral,C:\work\数模\中文题目\E题\E题数据\附件1-数据集原始多模态样本\MOSEI数据集部分原始视频-100条\-9y-fZ3swSY\4.mp4,True,1486121,True,1,1,h264,1280,720,30/1,aac,44100,2,2.821029,True,True,True,True,True,qualified,,,
-9y-fZ3swSY$_$8,-9y-fZ3swSY,8,That’s a more decent and more polite way to call a lady,55,1.6666666269302368,Positive,C:\work\数模\中文题目\E题\E题数据\附件1-数据集原始多模态样本\MOSEI数据集部分原始视频-100条\-9y-fZ3swSY\8.mp4,True,1715052,True,1,1,h264,1280,720,30/1,aac,44100,2,4.988997,True,True,True,True,True,qualified,,,
-AUZQgSxyPQ$_$2,-AUZQgSxyPQ,2,"The perfect soul mate to the Clarisonic Spot Therapy Brush, this gentle, Ph balanced and hydrating exfoliant containing jojoba and acai fruit oils and bamboo and prickly bear extracts deliver intense healing, while smooth granules buff away dead, dry skin cells.",262,0.6666666865348816,Positive,C:\work\数模\中文题目\E题\E题数据\附件1-数据集原始多模态样本\MOSEI数据集部分原始视频-100条\-AUZQgSxyPQ\2.mp4,True,4550251,True,1,1,h264,1280,720,30/1,aac,44100,2,22.511003,True,True,True,True,True,qualified,,,
-HeZS2-Prhc$_$2,-HeZS2-Prhc,2,The August jobs report is out and it was seen overall as solid but not great.,77,0.6666666865348816,Positive,C:\work\数模\中文题目\E题\E题数据\附件1-数据集原始多模态样本\MOSEI数据集部分原始视频-100条\-HeZS2-Prhc\2.mp4,True,896960,True,1,1,h264,360,360,30/1,aac,44100,1,8.261979,True,True,True,True,True,qualified,,,
-MeTTeMJBNc$_$0,-MeTTeMJBNc,0,"Okay, what happens at this point after we've taken this brief walk down memory lane, is the presentation of the gift.",117,0.3333333432674408,Positive,C:\work\数模\中文题目\E题\E题数据\附件1-数据集原始多模态样本\MOSEI数据集部分原始视频-100条\-MeTTeMJBNc\0.mp4,True,350827,True,1,1,h264,470,360,30/1,aac,44100,2,9.3,True,True,True,True,True,qualified,,,
-MeTTeMJBNc$_$13,-MeTTeMJBNc,13,"It just needs to be a simple statement, and then you present the gift.",70,0.3333333432674408,Positive,C:\work\数模\中文题目\E题\E题数据\附件1-数据集原始多模态样本\MOSEI数据集部分原始视频-100条\-MeTTeMJBNc\13.mp4,True,271826,True,1,1,h264,470,360,30/1,aac,44100,2,5.430013,True,True,True,True,True,qualified,,,
-MeTTeMJBNc$_$7,-MeTTeMJBNc,7,"Maybe you could find a picture of the couple from their wedding or sometime in their life, or maybe even a current picture and have it put in a beautiful frame.",160,1.3333333730697632,Positive,C:\work\数模\中文题目\E题\E题数据\附件1-数据集原始多模态样本\MOSEI数据集部分原始视频-100条\-MeTTeMJBNc\7.mp4,True,632477,True,1,1,h264,470,360,30/1,aac,44100,2,10.516992,True,True,True,True,True,qualified,,,
-RfYyzHpjk4$_$11,-RfYyzHpjk4,11,"So get your friends lined up, get your business colleagues lined up and have a good time.",89,2.0,Positive,C:\work\数模\中文题目\E题\E题数据\附件1-数据集原始多模态样本\MOSEI数据集部分原始视频-100条\-RfYyzHpjk4\11.mp4,True,2061678,True,1,1,h264,1280,720,30/1,aac,44100,2,5.238997,True,True,True,True,True,qualified,,,
-RfYyzHpjk4$_$8,-RfYyzHpjk4,8,"It's pretty, pretty easy to do but you got to set up those numbers ahead of time.",81,0.3333333432674408,Positive,C:\work\数模\中文题目\E题\E题数据\附件1-数据集原始多模态样本\MOSEI数据集部分原始视频-100条\-RfYyzHpjk4\8.mp4,True,2256195,True,1,1,h264,1280,720,30/1,aac,44100,2,4.588997,True,True,True,True,True,qualified,,,
-RfYyzHpjk4$_$2,-RfYyzHpjk4,2,"You can make a conference call but it takes quite a bit of planning, well not a lot of planning it's pretty easy to do.",119,0.3333333432674408,Positive,C:\work\数模\中文题目\E题\E题数据\附件1-数据集原始多模态样本\MOSEI数据集部分原始视频-100条\-RfYyzHpjk4\2.mp4,True,1138330,True,1,1,h264,1280,720,30/1,aac,44100,2,5.516016,True,True,True,True,True,qualified,,,
-UUCSKoHeMA$_$0,-UUCSKoHeMA,0,"I mentioned a word in the last clip called 'monotone', and I want to talk about that briefly.",93,0.0,Neutral,C:\work\数模\中文题目\E题\E题数据\附件1-数据集原始多模态样本\MOSEI数据集部分原始视频-100条\-UUCSKoHeMA\0.mp4,True,286208,True,1,1,h264,470,360,30/1,aac,44100,2,7.8,True,True,True,True,True,qualified,,,
-ri04Z7vwnc$_$0,-ri04Z7vwnc,0,going to get married or are already married,43,0.0,Neutral,C:\work\数模\中文题目\E题\E题数据\附件1-数据集原始多模态样本\MOSEI数据集部分原始视频-100条\-ri04Z7vwnc\0.mp4,True,188321,True,1,1,h264,1280,720,24000/1001,aac,44100,2,2.807,True,True,True,True,True,qualified,,,
-ri04Z7vwnc$_$2,-ri04Z7vwnc,2,"most people think it'll sort itself out, ""we'll discuss it later,"" it's not something too important",99,-0.3333333432674408,Negative,C:\work\数模\中文题目\E题\E题数据\附件1-数据集原始多模态样本\MOSEI数据集部分原始视频-100条\-ri04Z7vwnc\2.mp4,True,460082,True,1,1,h264,1280,720,24000/1001,aac,44100,2,6.027,True,True,True,True,True,qualified,,,
-ri04Z7vwnc$_$5,-ri04Z7vwnc,5,""" So I think it's important to discuss finances",47,0.3333333432674408,Positive,C:\work\数模\中文题目\E题\E题数据\附件1-数据集原始多模态样本\MOSEI数据集部分原始视频-100条\-ri04Z7vwnc\5.mp4,True,550439,True,1,1,h264,1280,720,24000/1001,aac,44100,2,3.545,True,True,True,True,True,qualified,,,
-s9qJ7ATP7w$_$1,-s9qJ7ATP7w,1,"But the hardest thing in life to learn, is to lose",50,0.6666666865348816,Positive,C:\work\数模\中文题目\E题\E题数据\附件1-数据集原始多模态样本\MOSEI数据集部分原始视频-100条\-s9qJ7ATP7w\1.mp4,True,1431603,True,1,1,h264,1280,720,30/1,aac,44100,2,4.791992,True,True,True,True,True,qualified,,,
-s9qJ7ATP7w$_$0,-s9qJ7ATP7w,0,"they have doubt, they have fear, they lose in a Ferrari race, or they lose in a race, and then they just give up",112,-0.3333333432674408,Negative,C:\work\数模\中文题目\E题\E题数据\附件1-数据集原始多模态样本\MOSEI数据集部分原始视频-100条\-s9qJ7ATP7w\0.mp4,True,890272,True,1,1,h264,1280,720,30/1,aac,44100,2,6.8,True,True,True,True,True,qualified,,,
-s9qJ7ATP7w$_$5,-s9qJ7ATP7w,5,"I have been beat up and put down and everything that can go wrong, has gone wrong for me",88,-2.0,Negative,C:\work\数模\中文题目\E题\E题数据\附件1-数据集原始多模态样本\MOSEI数据集部分原始视频-100条\-s9qJ7ATP7w\5.mp4,True,1432255,True,1,1,h264,1280,720,30/1,aac,44100,2,8.561003,True,True,True,True,True,qualified,,,
-s9qJ7ATP7w$_$4,-s9qJ7ATP7w,4,"I have lost at everything you can imagine, seriously",52,0.0,Neutral,C:\work\数模\中文题目\E题\E题数据\附件1-数据集原始多模态样本\MOSEI数据集部分原始视频-100条\-s9qJ7ATP7w\4.mp4,True,639360,True,1,1,h264,1280,720,30/1,aac,44100,2,4.427018,True,True,True,True,True,qualified,,,
-s9qJ7ATP7w$_$7,-s9qJ7ATP7w,7,"I used to work for Warren Avis, the guy who started Avis Rent a Car, and he said to me one day, ""Robert, ""what's the purpose of business",136,1.0,Positive,C:\work\数模\中文题目\E题\E题数据\附件1-数据集原始多模态样本\MOSEI数据集部分原始视频-100条\-s9qJ7ATP7w\7.mp4,True,1601944,True,1,1,h264,1280,720,30/1,aac,44100,2,6.966016,True,True,True,True,True,qualified,,,
-s9qJ7ATP7w$_$6,-s9qJ7ATP7w,6,But I just kept going,21,0.0,Neutral,C:\work\数模\中文题目\E题\E题数据\附件1-数据集原始多模态样本\MOSEI数据集部分原始视频-100条\-s9qJ7ATP7w\6.mp4,True,839808,True,1,1,h264,1280,720,30/1,aac,44100,2,2.475,True,True,True,True,True,qualified,,,
-s9qJ7ATP7w$_$8,-s9qJ7ATP7w,8,""" And I said, ""Oh, make a profit, and all these other things",60,1.3333333730697632,Positive,C:\work\数模\中文题目\E题\E题数据\附件1-数据集原始多模态样本\MOSEI数据集部分原始视频-100条\-s9qJ7ATP7w\8.mp4,True,781494,True,1,1,h264,1280,720,30/1,aac,44100,2,3.294987,True,True,True,True,True,qualified,,,
-yRb-Jum7EQ$_$1,-yRb-Jum7EQ,1,"it comes with the assistance and agitation of states and regimes, Yesterday Iran announced that it will finance the families of the terrorists and murderers this shows that Iran, even after the nuclear agreement, is continuing to aid terrorism, including Palestinian terrorism, Hezbollah terrorism and its assistance to Hamas.",326,0.0,Neutral,C:\work\数模\中文题目\E题\E题数据\附件1-数据集原始多模态样本\MOSEI数据集部分原始视频-100条\-yRb-Jum7EQ\1.mp4,True,5017520,True,1,1,h264,1280,720,30/1,aac,44100,2,29.288021,True,True,True,True,True,qualified,,,
-yRb-Jum7EQ$_$5,-yRb-Jum7EQ,5,"Yesterday Eliav Gelman lost his life in another terrorist attack, not by the students of terrorism, but by those who teach terrorism, a Palestinian teacher.",156,-0.6666666865348816,Negative,C:\work\数模\中文题目\E题\E题数据\附件1-数据集原始多模态样本\MOSEI数据集部分原始视频-100条\-yRb-Jum7EQ\5.mp4,True,1599984,True,1,1,h264,1280,720,30/1,aac,44100,2,13.16901,True,True,True,True,True,qualified,,,
-yRb-Jum7EQ$_$6,-yRb-Jum7EQ,6,"Therefore, the world needs to stand with Israel against this incitement, which is the number one cause of terrorism.",116,0.0,Neutral,C:\work\数模\中文题目\E题\E题数据\附件1-数据集原始多模态样本\MOSEI数据集部分原始视频-100条\-yRb-Jum7EQ\6.mp4,True,1779127,True,1,1,h264,1280,720,30/1,aac,44100,2,11.241995,True,True,True,True,True,qualified,,,
